model,feature,importance
Random Forest Regressor,B17001_015E,0.0012539000897759005
Random Forest Regressor,B17001_006E,0.0012358197115867806
Random Forest Regressor,B17001_020E,0.0012355950884361396
Random Forest Regressor,B01001_043E,0.0012290470963425436
Random Forest Regressor,B17001_048E,0.0012160040578759357
Random Forest Regressor,B15003_005E,0.001188666588596264
Random Forest Regressor,B01001_044E,0.001176607714850105
Random Forest Regressor,B17001_022E,0.001171572108478152
Random Forest Regressor,B17001_013E,0.001166697285659489
Random Forest Regressor,B01001_023E,0.0011593053848010697
Random Forest Regressor,total_housing_units,0.0011268691056468324
Random Forest Regressor,B17001_052E,0.001113178501911701
Random Forest Regressor,B17001_012E,0.00109899187285247
Random Forest Regressor,B17001_007E,0.0010985080234398596
Random Forest Regressor,B02001_002E,0.0010802683532200991
Random Forest Regressor,B01001_048E,0.0010603408899767439
Random Forest Regressor,B15003_004E,0.0010430644964281633
Random Forest Regressor,B01001_042E,0.0010430584370805602
Random Forest Regressor,B15003_016E,0.0010389657767307403
Random Forest Regressor,B17001_050E,0.0010252961860683348
Random Forest Regressor,B17001_025E,0.0010219882753220862
Random Forest Regressor,B17001_027E,0.0010211048171470372
Random Forest Regressor,B17001_028E,0.0009977450906151974
Random Forest Regressor,B17001_029E,0.00099440651877867
Random Forest Regressor,unemployed,0.0009773354513556538
Random Forest Regressor,B01001_010E,0.0009223942905368798
Random Forest Regressor,B23025_005E,0.0009106516142694957
Random Forest Regressor,B15003_003E,0.0008728890158234836
Random Forest Regressor,B17001_030E,0.0008358500722642684
Random Forest Regressor,B01001_019E,0.0008168075544971224
Random Forest Regressor,B17001_038E,0.0008010525560394367
Random Forest Regressor,B01001_014E,0.000788911410309798
Random Forest Regressor,B01001_034E,0.0007725604593330026
Random Forest Regressor,B17001_003E,0.0007703577059208808
Random Forest Regressor,B17001_026E,0.0007646056856517741
Random Forest Regressor,B01001_007E,0.0007574494758697014
Random Forest Regressor,B01001_018E,0.0007431156053795473
Random Forest Regressor,B17001_059E,0.0007252654932670337
Random Forest Regressor,B01001_029E,0.0007148562354137477
Random Forest Regressor,B01001_006E,0.0007113883299406663
Random Forest Regressor,B01001_035E,0.0006906039929040985
Random Forest Regressor,B17001_058E,0.0006888761373700839
Random Forest Regressor,B01001_041E,0.0006373145504966284
Random Forest Regressor,B15003_001E,0.000630045461683362
Random Forest Regressor,B15003_020E,0.0006120038918831822
Random Forest Regressor,B01001_005E,0.0006077069398904992
Random Forest Regressor,B17001_033E,0.0006046233608532258
Random Forest Regressor,B01001_030E,0.0005902838542391335
Random Forest Regressor,B01001_003E,0.0005895128140996037
Random Forest Regressor,B01001_004E,0.0005868604478030356
Random Forest Regressor,B17001_047E,0.000578671720583219
Random Forest Regressor,B01001_047E,0.0005257826492100413
Random Forest Regressor,B17001_049E,0.0004993793632060377
Random Forest Regressor,B17001_035E,0.0004959936775431161
Random Forest Regressor,B17001_054E,0.0004943873446971258
Random Forest Regressor,B17001_053E,0.0004934231812266293
Random Forest Regressor,white_population,0.0004757436045630874
Random Forest Regressor,B01001_013E,0.00046912879348620694
Random Forest Regressor,B17001_040E,0.0004331742716545916
Random Forest Regressor,B01001_017E,0.00043302265672877095
Random Forest Regressor,B01001_038E,0.00043262635993175945
Random Forest Regressor,B17001_039E,0.0004185998630668484
Random Forest Regressor,B17001_017E,0.0003977540838992931
Random Forest Regressor,B01001_012E,0.00038075452249676257
Random Forest Regressor,B01001_028E,0.0003546629760835989
Random Forest Regressor,B01001_016E,0.0003482593541107773
Random Forest Regressor,B01001_037E,0.0003461360985341299
Random Forest Regressor,B01001_002E,0.0003426568676433033
Random Forest Regressor,B01001_036E,0.000316594646772134
Random Forest Regressor,B01001_015E,0.00031146126761619837
Random Forest Regressor,B01001_039E,0.000305078146730127
Random Forest Regressor,B01001_011E,0.0002936701648510012
Random Forest Regressor,B01001_027E,0.0002932502644112958
Random Forest Regressor,B17001_055E,0.0002730489039012296
Random Forest Regressor,B17001_042E,0.0002659139220770907
Random Forest Regressor,B23025_001E,0.0002547562632182404
Random Forest Regressor,B01001_040E,0.0002521888148059732
Random Forest Regressor,B17001_056E,0.0002511911066609787
Random Forest Regressor,below_poverty,0.0002300295811206795
Random Forest Regressor,B17001_041E,0.000224834359138046
Random Forest Regressor,labor_force,0.00019090339316730776
Random Forest Regressor,B17001_043E,0.00018855160296184554
Random Forest Regressor,B17001_031E,0.00016762254493670237
Random Forest Regressor,B17001_002E,0.00016077933496391907
Random Forest Regressor,B23025_003E,0.00015608317678451018
Random Forest Regressor,B17001_032E,0.00015544015641904773
Random Forest Regressor,B17001_046E,0.0001498899095380713
Random Forest Regressor,log_population,0.0001345919671041468
Random Forest Regressor,B23025_004E,0.00012032233538016952
Random Forest Regressor,B01001_026E,0.00011970304399976289
Random Forest Regressor,B17001_001E,0.00010556753390950111
Random Forest Regressor,B02001_001E,9.569280980864843e-05
Random Forest Regressor,B23025_002E,8.851797316668242e-05
Random Forest Regressor,B01001_001E,8.157713532316939e-05
Random Forest Regressor,total_population,7.73356187573265e-05
Gradient Boosting Regressor,white_pct,0.2886646164272319
Gradient Boosting Regressor,higher_education_rate,0.17476894721023836
Gradient Boosting Regressor,doctorate_degree,0.11039053268173514
Gradient Boosting Regressor,B15003_025E,0.0867633511587053
Gradient Boosting Regressor,asian_pct,0.06275145581071939
Gradient Boosting Regressor,B15003_024E,0.03747014148337714
Gradient Boosting Regressor,black_pct,0.026008986560159722
Gradient Boosting Regressor,B17001_024E,0.01778300974117336
Gradient Boosting Regressor,poverty_rate,0.014779016697222234
Gradient Boosting Regressor,professional_degree,0.014342351208737633
Gradient Boosting Regressor,B15003_021E,0.011593009987085175
Gradient Boosting Regressor,B02001_009E,0.009206017501581325
Gradient Boosting Regressor,B15003_022E,0.007741851000014977
Gradient Boosting Regressor,unemployment_rate,0.007308519396530171
Gradient Boosting Regressor,bachelors_degree,0.007167297929126545
Gradient Boosting Regressor,B23025_007E,0.007110649622526262
Gradient Boosting Regressor,B01001_042E,0.006625447551155926
Gradient Boosting Regressor,B17001_010E,0.006236352477165081
Gradient Boosting Regressor,B01001_049E,0.006147935272593536
Gradient Boosting Regressor,B02001_008E,0.003980557381217269
Gradient Boosting Regressor,B15003_011E,0.0037470446333074587
Gradient Boosting Regressor,B01001_020E,0.003600027984283826
Gradient Boosting Regressor,B01001_046E,0.00302702740464443
Gradient Boosting Regressor,B15003_018E,0.0030253606508460315
Gradient Boosting Regressor,B17001_057E,0.0027850185420859783
Gradient Boosting Regressor,B02001_005E,0.0025698695697748356
Gradient Boosting Regressor,B15003_010E,0.002469021236878828
Gradient Boosting Regressor,B01001_021E,0.002416790265227687
Gradient Boosting Regressor,B19013_001E,0.0023997160718476985
Gradient Boosting Regressor,B15003_006E,0.0023719796026782465
Gradient Boosting Regressor,B25001_001E,0.0022910644856173838
Gradient Boosting Regressor,median_income,0.002151267739431537
Gradient Boosting Regressor,B17001_013E,0.002123432697574855
Gradient Boosting Regressor,B17001_037E,0.002039401775344003
Gradient Boosting Regressor,B01001_029E,0.0019037868770149014
Gradient Boosting Regressor,B02001_010E,0.0018234766225488223
Gradient Boosting Regressor,B15003_012E,0.0017681803841821174
Gradient Boosting Regressor,B01001_045E,0.0017612582501078415
Gradient Boosting Regressor,B17001_051E,0.0017383108704000045
Gradient Boosting Regressor,total_housing_units,0.0017298677083861977
Gradient Boosting Regressor,B01001_017E,0.001532223031697789
Gradient Boosting Regressor,B15003_014E,0.001323092031679675
Gradient Boosting Regressor,B01001_033E,0.001227952889582508
Gradient Boosting Regressor,B17001_023E,0.0012071124841782402
Gradient Boosting Regressor,B02001_007E,0.001167109363715955
Gradient Boosting Regressor,B17001_014E,0.0011558862517097631
Gradient Boosting Regressor,B15003_007E,0.0011556018956850975
Gradient Boosting Regressor,B01001_023E,0.0010658204634480532
Gradient Boosting Regressor,B15003_002E,0.0010635406433905788
Gradient Boosting Regressor,B23025_005E,0.0010372991793018574
Gradient Boosting Regressor,B02001_004E,0.001020695430015869
Gradient Boosting Regressor,B01001_022E,0.0009442548801467567
Gradient Boosting Regressor,B15003_015E,0.0009419380250664978
Gradient Boosting Regressor,B17001_028E,0.000937693813577412
Gradient Boosting Regressor,B17001_034E,0.0009270292465816522
Gradient Boosting Regressor,B01001_032E,0.0009253183546507434
Gradient Boosting Regressor,B17001_030E,0.0008878671261321769
Gradient Boosting Regressor,B15003_023E,0.0008631588458643175
Gradient Boosting Regressor,B17001_052E,0.0008580191240991854
Gradient Boosting Regressor,masters_degree,0.0008078951196223575
Gradient Boosting Regressor,B17001_004E,0.0007985810180927196
Gradient Boosting Regressor,B17001_022E,0.0007873130563155524
Gradient Boosting Regressor,B17001_017E,0.0007766114834710306
Gradient Boosting Regressor,B17001_016E,0.0007161790747180068
Gradient Boosting Regressor,B01001_038E,0.0007094734349555444
Gradient Boosting Regressor,B01001_041E,0.0007080460425443259
Gradient Boosting Regressor,B01001_003E,0.0006501473171634576
Gradient Boosting Regressor,B15003_017E,0.0006370952960438848
Gradient Boosting Regressor,B02001_003E,0.0006014704320824307
Gradient Boosting Regressor,B17001_036E,0.0005948311098163127
Gradient Boosting Regressor,B17001_047E,0.0005766142488745012
Gradient Boosting Regressor,B01001_030E,0.0005742502260447544
Gradient Boosting Regressor,B17001_021E,0.0005662483216823093
Gradient Boosting Regressor,B15003_016E,0.0005660853796875949
Gradient Boosting Regressor,B01001_028E,0.000560030849611029
Gradient Boosting Regressor,B15003_019E,0.0005503650887279795
Gradient Boosting Regressor,B15003_004E,0.0005389901302911926
Gradient Boosting Regressor,B17001_025E,0.0005254113276388461
Gradient Boosting Regressor,black_population,0.0005024315069134261
Gradient Boosting Regressor,B02001_006E,0.00048345920684753763
Gradient Boosting Regressor,B17001_033E,0.0004741717103778452
Gradient Boosting Regressor,B01001_024E,0.00046557305150500794
Gradient Boosting Regressor,B17001_050E,0.0004597890486347787
Gradient Boosting Regressor,asian_population,0.00041790019074335185
Gradient Boosting Regressor,B01001_011E,0.00041762858772378324
Gradient Boosting Regressor,B17001_007E,0.0003681704296567047
Gradient Boosting Regressor,B15003_008E,0.00035991709859566474
Gradient Boosting Regressor,B17001_059E,0.0003383729645352576
Gradient Boosting Regressor,B01001_010E,0.0003118793639651147
Gradient Boosting Regressor,B01001_009E,0.00030901016078586723
Gradient Boosting Regressor,B17001_027E,0.0003016851593333426
Gradient Boosting Regressor,B17001_015E,0.0002939011483302465
Gradient Boosting Regressor,B17001_049E,0.00029382157923997477
Gradient Boosting Regressor,B17001_035E,0.0002884811258547392
Gradient Boosting Regressor,B15003_013E,0.00028591509790371137
Gradient Boosting Regressor,B17001_005E,0.0002695076370006413
Gradient Boosting Regressor,B01001_006E,0.00025715325009916494
Gradient Boosting Regressor,B01001_035E,0.00025461947338732373
Gradient Boosting Regressor,B17001_048E,0.00024932950615305926
Gradient Boosting Regressor,B15003_009E,0.00024411565349357763
Gradient Boosting Regressor,B15003_005E,0.00024071427216580275
Gradient Boosting Regressor,B17001_045E,0.0002200642906547065
Gradient Boosting Regressor,B23025_004E,0.0002181983425947711
Gradient Boosting Regressor,B17001_020E,0.00021249961403116568
Gradient Boosting Regressor,B17001_009E,0.00020858945542096208
Gradient Boosting Regressor,B01001_014E,0.0002077440577392865
Gradient Boosting Regressor,B01001_031E,0.0002068026758679007
Gradient Boosting Regressor,B01001_039E,0.00020195666540224986
Gradient Boosting Regressor,B01001_044E,0.00019062660254024898
Gradient Boosting Regressor,B17001_018E,0.00018230664048930872
Gradient Boosting Regressor,B17001_029E,0.00018093459896417974
Gradient Boosting Regressor,B17001_012E,0.0001752874557986537
Gradient Boosting Regressor,B01001_007E,0.0001726527032274457
Gradient Boosting Regressor,B01001_013E,0.00017012512614244797
Gradient Boosting Regressor,B17001_054E,0.00014882139512089536
Gradient Boosting Regressor,B17001_053E,0.00014864048274350445
Gradient Boosting Regressor,B01001_025E,0.00014014894091642316
Gradient Boosting Regressor,B01001_043E,0.00013532907107586278
Gradient Boosting Regressor,B01001_037E,0.0001345128772092917
Gradient Boosting Regressor,B23025_006E,0.00012975838994905476
Gradient Boosting Regressor,B01001_034E,0.00012711806634038762
Gradient Boosting Regressor,B01001_048E,0.00011900003323350645
Gradient Boosting Regressor,B01001_040E,0.00011779612603360113
Gradient Boosting Regressor,B17001_008E,0.0001152837730134468
Gradient Boosting Regressor,B01001_027E,0.00011482231535906054
Gradient Boosting Regressor,B01001_015E,0.0001070435513770246
Gradient Boosting Regressor,B17001_056E,0.00010647307828643127
Gradient Boosting Regressor,B17001_039E,0.00010399661160620898
Gradient Boosting Regressor,B17001_019E,9.190386918622263e-05
Gradient Boosting Regressor,B01001_008E,8.915258914367065e-05
Gradient Boosting Regressor,B17001_006E,8.13228035487344e-05
Gradient Boosting Regressor,B17001_043E,7.919256497903156e-05
Gradient Boosting Regressor,unemployed,7.838707065267266e-05
Gradient Boosting Regressor,B17001_011E,7.811804782782143e-05
Gradient Boosting Regressor,B17001_042E,5.950192289855516e-05
Gradient Boosting Regressor,B17001_058E,5.306890623585274e-05
Gradient Boosting Regressor,B01001_012E,3.8242291331466124e-05
Gradient Boosting Regressor,B01001_019E,3.0054932271271687e-05
Gradient Boosting Regressor,below_poverty,2.715133866565147e-05
Gradient Boosting Regressor,B01001_004E,2.171853147652873e-05
Gradient Boosting Regressor,B01001_001E,7.105322065551542e-06
Gradient Boosting Regressor,B17001_002E,6.324879280002709e-06
Gradient Boosting Regressor,B01001_002E,2.6166755369241935e-06
Gradient Boosting Regressor,B17001_003E,1.1454677675712635e-06
Gradient Boosting Regressor,B01001_016E,8.201224322422109e-07
Gradient Boosting Regressor,B23025_001E,6.376539479492715e-07
Gradient Boosting Regressor,B17001_032E,2.523379813191954e-07
Gradient Boosting Regressor,B01001_005E,0.0
Gradient Boosting Regressor,B01001_036E,0.0
Gradient Boosting Regressor,B01001_026E,0.0
Gradient Boosting Regressor,B01001_018E,0.0
Gradient Boosting Regressor,B02001_001E,0.0
Gradient Boosting Regressor,B15003_001E,0.0
Gradient Boosting Regressor,B01001_047E,0.0
Gradient Boosting Regressor,B15003_003E,0.0
Gradient Boosting Regressor,B02001_002E,0.0
Gradient Boosting Regressor,B15003_020E,0.0
Gradient Boosting Regressor,B17001_001E,0.0
Gradient Boosting Regressor,B17001_044E,0.0
Gradient Boosting Regressor,B17001_046E,0.0
Gradient Boosting Regressor,B17001_040E,0.0
Gradient Boosting Regressor,B17001_026E,0.0
Gradient Boosting Regressor,B17001_031E,0.0
Gradient Boosting Regressor,B17001_038E,0.0
Gradient Boosting Regressor,B17001_055E,0.0
Gradient Boosting Regressor,B17001_041E,0.0
Gradient Boosting Regressor,B23025_002E,0.0
Gradient Boosting Regressor,B23025_003E,0.0
Gradient Boosting Regressor,labor_force,0.0
Gradient Boosting Regressor,total_population,0.0
Gradient Boosting Regressor,white_population,0.0
Gradient Boosting Regressor,log_population,0.0
