model,feature,importance
Decision Tree Regressor,B02001_007E,0.0
Decision Tree Regressor,B02001_008E,0.0
Decision Tree Regressor,B02001_009E,0.0
Decision Tree Regressor,B02001_010E,0.0
Decision Tree Regressor,B01001_046E,0.0
Decision Tree Regressor,B17001_023E,0.0
Decision Tree Regressor,B17001_021E,0.0
Decision Tree Regressor,B17001_020E,0.0
Decision Tree Regressor,B17001_019E,0.0
Decision Tree Regressor,B17001_017E,0.0
Decision Tree Regressor,B17001_018E,0.0
Decision Tree Regressor,B17001_016E,0.0
Decision Tree Regressor,B17001_014E,0.0
Decision Tree Regressor,B17001_008E,0.0
Decision Tree Regressor,B17001_013E,0.0
Decision Tree Regressor,B17001_031E,0.0
Decision Tree Regressor,B17001_025E,0.0
Decision Tree Regressor,B17001_028E,0.0
Decision Tree Regressor,B17001_029E,0.0
Decision Tree Regressor,B17001_030E,0.0
Decision Tree Regressor,B17001_024E,0.0
Decision Tree Regressor,B17001_039E,0.0
Decision Tree Regressor,B17001_040E,0.0
Decision Tree Regressor,B17001_042E,0.0
Decision Tree Regressor,B17001_041E,0.0
Decision Tree Regressor,B17001_043E,0.0
Decision Tree Regressor,B17001_044E,0.0
Decision Tree Regressor,B17001_046E,0.0
Decision Tree Regressor,B17001_047E,0.0
Decision Tree Regressor,B17001_048E,0.0
Decision Tree Regressor,B17001_032E,0.0
Decision Tree Regressor,B17001_034E,0.0
Decision Tree Regressor,B17001_033E,0.0
Decision Tree Regressor,B17001_035E,0.0
Decision Tree Regressor,B17001_036E,0.0
Decision Tree Regressor,B17001_038E,0.0
Decision Tree Regressor,B17001_026E,0.0
Decision Tree Regressor,B17001_055E,0.0
Decision Tree Regressor,B17001_054E,0.0
Decision Tree Regressor,B17001_053E,0.0
Decision Tree Regressor,B17001_052E,0.0
Decision Tree Regressor,B17001_051E,0.0
Decision Tree Regressor,B17001_050E,0.0
Decision Tree Regressor,B17001_049E,0.0
Decision Tree Regressor,B17001_056E,0.0
Decision Tree Regressor,B23025_004E,0.0
Decision Tree Regressor,B23025_003E,0.0
Decision Tree Regressor,B23025_006E,0.0
Decision Tree Regressor,B17001_057E,0.0
Decision Tree Regressor,B23025_001E,0.0
Decision Tree Regressor,B23025_002E,0.0
Decision Tree Regressor,B17001_058E,0.0
Decision Tree Regressor,B17001_059E,0.0
Decision Tree Regressor,labor_force,0.0
Decision Tree Regressor,total_housing_units,0.0
Decision Tree Regressor,median_income,0.0
Decision Tree Regressor,total_population,0.0
Decision Tree Regressor,B23025_005E,0.0
Decision Tree Regressor,bachelors_degree,0.0
Decision Tree Regressor,below_poverty,0.0
Decision Tree Regressor,unemployed,0.0
Decision Tree Regressor,black_population,0.0
Decision Tree Regressor,white_population,0.0
Decision Tree Regressor,professional_degree,0.0
Decision Tree Regressor,asian_population,0.0
Decision Tree Regressor,unemployment_rate,0.0
Decision Tree Regressor,black_pct,0.0
Decision Tree Regressor,asian_pct,0.0
Decision Tree Regressor,log_population,0.0
Random Forest Regressor,white_pct,0.25527099729167274
Random Forest Regressor,doctorate_degree,0.12637410752448586
Random Forest Regressor,B15003_025E,0.10957542053783893
Random Forest Regressor,higher_education_rate,0.10851169391040917
Random Forest Regressor,B02001_005E,0.033199754526676305
Random Forest Regressor,asian_population,0.03172665194035691
Random Forest Regressor,asian_pct,0.029273767268566498
Random Forest Regressor,B15003_024E,0.024250611608879428
Random Forest Regressor,professional_degree,0.021494760567889955
Random Forest Regressor,black_pct,0.016878193138065024
Random Forest Regressor,poverty_rate,0.012164559280776827
Random Forest Regressor,B02001_003E,0.010611944801457118
Random Forest Regressor,black_population,0.009634099013881731
Random Forest Regressor,B15003_021E,0.00718201433506388
Random Forest Regressor,bachelors_degree,0.006874779518875989
Random Forest Regressor,B15003_022E,0.006019204212311694
Random Forest Regressor,B02001_009E,0.005391844533040817
Random Forest Regressor,B23025_007E,0.00534954479749712
Random Forest Regressor,unemployment_rate,0.004916867236223829
Random Forest Regressor,B15003_011E,0.00435369712946329
Random Forest Regressor,B17001_010E,0.004220105150190171
Random Forest Regressor,B01001_049E,0.003931161119535702
Random Forest Regressor,B15003_007E,0.0036403301179259713
Random Forest Regressor,B17001_024E,0.0027589087385064817
Random Forest Regressor,B02001_004E,0.0027208852029699596
Random Forest Regressor,B02001_010E,0.002669292536655833
Random Forest Regressor,B01001_025E,0.0025844592888739026
Random Forest Regressor,B15003_014E,0.002542560200378829
Random Forest Regressor,B15003_013E,0.002492681191796271
Random Forest Regressor,B02001_007E,0.002419480692660386
Random Forest Regressor,B15003_010E,0.002373420894128983
Random Forest Regressor,median_income,0.0023228373473717155
Random Forest Regressor,B17001_051E,0.002254873716228954
Random Forest Regressor,B17001_037E,0.00224288164240041
Random Forest Regressor,B02001_008E,0.002190327697686072
Random Forest Regressor,B19013_001E,0.002152836239075985
Random Forest Regressor,B17001_014E,0.002120780388672816
Random Forest Regressor,B17001_044E,0.0020821083278461903
Random Forest Regressor,B01001_031E,0.002079291899048999
Random Forest Regressor,B15003_017E,0.0020500671021026298
Random Forest Regressor,B15003_018E,0.002011193443854669
Random Forest Regressor,B15003_023E,0.00201082341827095
Random Forest Regressor,B01001_033E,0.0019679544779023592
Random Forest Regressor,B23025_006E,0.001959461815031358
Random Forest Regressor,B15003_006E,0.0019145668162445356
Random Forest Regressor,B01001_032E,0.0019045223782780836
Random Forest Regressor,B17001_009E,0.0018570797549964202
Random Forest Regressor,B15003_019E,0.0018554752261431499
Random Forest Regressor,B17001_004E,0.0018467478325910295
Random Forest Regressor,masters_degree,0.0018280881851002891
Random Forest Regressor,B17001_021E,0.0018072747060211797
Random Forest Regressor,B01001_021E,0.0017272642895578086
Random Forest Regressor,B01001_046E,0.0017144850751376268
Random Forest Regressor,B17001_045E,0.0017102114321887877
Random Forest Regressor,B15003_015E,0.0016960112233606094
Random Forest Regressor,B17001_057E,0.0016639692176698636
Random Forest Regressor,B01001_008E,0.001630757905615278
Random Forest Regressor,B15003_012E,0.001629423960854733
Random Forest Regressor,B02001_006E,0.001617177129936232
Random Forest Regressor,B15003_008E,0.0015846024714893966
Random Forest Regressor,B17001_023E,0.001578072125722754
Random Forest Regressor,B17001_034E,0.0015693867766863885
Random Forest Regressor,B17001_016E,0.0015461936370817937
Random Forest Regressor,B15003_002E,0.0014991418745755197
Random Forest Regressor,B17001_036E,0.001496016382752431
Random Forest Regressor,B15003_009E,0.001451183366074496
Random Forest Regressor,B01001_045E,0.0014398297523862565
Random Forest Regressor,B17001_018E,0.0014284883457843457
Random Forest Regressor,B17001_005E,0.0014123684253548481
Random Forest Regressor,B01001_024E,0.001386528340413083
Random Forest Regressor,B01001_009E,0.0013747477154425673
Random Forest Regressor,B01001_020E,0.0013605022535082203
Random Forest Regressor,B17001_019E,0.00133660716369513
Random Forest Regressor,B25001_001E,0.0013129287810079878
Random Forest Regressor,B17001_011E,0.0012951676696125462
Random Forest Regressor,B01001_022E,0.0012906846627810096
Random Forest Regressor,B17001_008E,0.0012761820544812958
