county_fips,state,county_name,party_winner,dem_vote_share,kmeans_cluster,agglomerative_cluster,pca_1,pca_2
2016,ALASKA,DISTRICT 16,1,0.5264843557526484,1,0,3.900159017199556,-7.194111747330155
2020,ALASKA,DISTRICT 20,1,0.6510604241696679,1,0,2.6811159813108003,-3.1797823398083644
4001,ARIZONA,APACHE,1,0.6622597520755146,2,1,-4.132181176609956,-1.8669950642660385
4003,ARIZONA,COCHISE,0,0.3926408788590715,0,2,0.1649810512471474,-0.5370449929872312
4005,ARIZONA,COCONINO,1,0.6100283873785348,1,2,0.09930384459495718,-1.5739766042173577
4007,ARIZONA,GILA,0,0.3232954956257682,0,2,-0.9010901235344706,-0.15057150048802492
4009,ARIZONA,GRAHAM,0,0.2690230076692231,0,2,-0.9706307402672008,0.0784499697990118
4011,ARIZONA,GREENLEE,0,0.3207598371777476,0,2,0.46442229273353214,1.1748790049180893
4012,ARIZONA,LA PAZ,0,0.2998122821131671,2,2,-2.30821953130834,0.19950260071345033
4013,ARIZONA,MARICOPA,1,0.5032405867289705,1,0,1.7466831470040152,-2.5364307556104535
