county_fips,state,county_name,party_winner,dem_vote_share,kmeans_cluster,agglomerative_cluster,pca_1,pca_2
18133,INDIANA,PUTNAM,0,0.2377538109296861,0,2,1.2888681328259002,0.7102870550072186
18135,INDIANA,RANDOLPH,0,0.2270099367660343,0,2,0.19859925854164812,1.1020812406672473
18137,INDIANA,RIPLEY,0,0.1943802116179665,0,2,0.708940786173519,0.9131265684925339
18139,INDIANA,RUSH,0,0.2211296016137166,0,2,0.06593214292984563,1.2130337992223923
18141,INDIANA,ST. JOSEPH,1,0.5197591072389316,1,2,0.48712301363021826,-1.2857550642021214
18143,INDIANA,SCOTT,0,0.2656634208714468,0,2,-0.39918690153699316,1.3856441860339668
18145,INDIANA,SHELBY,0,0.2512630683807713,0,2,0.869995708809806,0.8566449113973472
18147,INDIANA,SPENCER,0,0.2983563933512861,0,2,0.8074587442942305,1.280625332934433
18149,INDIANA,STARKE,0,0.2575315840621963,0,2,-0.6853941108872121,1.2209600045002618
18151,INDIANA,STEUBEN,0,0.2792352431629749,0,2,0.76486059645816,0.70113751111404
18153,INDIANA,SULLIVAN,0,0.2393818100956193,0,2,-0.011618962403133287,1.137478145957781
18155,INDIANA,SWITZERLAND,0,0.2320654790563312,0,2,-1.1975079451910255,1.3384328435507995
18157,INDIANA,TIPPECANOE,1,0.4901046915239055,1,0,1.0316677201119715,-1.7064822378641877
18159,INDIANA,TIPTON,0,0.2259733859043864,0,2,1.529902349992451,0.9521272992244405
18161,INDIANA,UNION,0,0.2113120872810795,0,2,1.1825498768524403,1.4925770832124747
18163,INDIANA,VANDERBURGH,0,0.4431382143133063,0,2,0.19917446841514239,-0.5489463751893947
18165,INDIANA,VERMILLION,0,0.2867263734794814,0,2,-0.46975641831440595,0.9632428568450999
18167,INDIANA,VIGO,0,0.4157223471119879,0,2,-0.28086218014420683,-0.3261902291933548
18169,INDIANA,WABASH,0,0.2397091108671789,0,2,0.590132310075642,0.9609316058916834
18171,INDIANA,WARREN,0,0.2177996422182468,0,2,0.9425390250503914,1.464553033493055
18173,INDIANA,WARRICK,0,0.3524490821484525,1,0,2.6562261420409814,-0.26006221033698335
18175,INDIANA,WASHINGTON,0,0.2293434385039953,0,2,-0.05090138340816632,1.365234643621248
18177,INDIANA,WAYNE,0,0.3440875754181871,0,2,-0.13370452408424413,0.32345657329063354
18179,INDIANA,WELLS,0,0.2083985765124555,0,2,1.054294730974982,1.2297409502126033
18181,INDIANA,WHITE,0,0.2715385993193623,0,2,0.41511957395745747,1.0544192906797683
18183,INDIANA,WHITLEY,0,0.2411711095921622,0,2,1.159446508764225,0.7900094710398975
19001,IOWA,ADAIR,0,0.2868087143883169,0,2,0.27710691737715537,1.2416204652115312
19003,IOWA,ADAMS,0,0.2731481481481481,0,2,0.14220444128263818,1.780616812750461
19005,IOWA,ALLAMAKEE,0,0.3470762597682565,0,2,0.6269524861047561,1.3843090323235479
19007,IOWA,APPANOOSE,0,0.2902087170042971,0,2,-1.0900127761735925,1.1968685075027692
19009,IOWA,AUDUBON,0,0.3131578947368421,0,2,0.5941844092305438,2.0045463704171294
19011,IOWA,BENTON,0,0.3524108728315804,0,2,1.44366099535222,1.1567341984291515
19013,IOWA,BLACK HAWK,1,0.5352965026354122,0,2,0.37130017581317515,-0.7895777871603293
19015,IOWA,BOONE,0,0.4108865710560626,0,2,1.8195964468643149,0.9791977614842466
19017,IOWA,BREMER,0,0.4095971401072459,0,2,2.1737153739635615,0.5570013945421556
19019,IOWA,BUCHANAN,0,0.386950064971227,0,2,1.5215244516980397,1.1715637360499433
19021,IOWA,BUENA VISTA,0,0.3625566303416187,1,2,0.7229940200282395,-1.2367494312031044
19023,IOWA,BUTLER,0,0.2993331686836256,0,2,0.591550029798708,1.3109417989940557
19025,IOWA,CALHOUN,0,0.2795739825028528,0,2,0.7316274153614042,1.4850368376554233
19027,IOWA,CARROLL,0,0.3047198941332157,0,2,1.4552848193108217,1.2074896956997359
19029,IOWA,CASS,0,0.3025013743815283,0,2,0.8990764727071235,1.4788391459105101
19031,IOWA,CEDAR,0,0.4052134915444268,0,2,1.6181300237679788,1.129470493245897
19033,IOWA,CERRO GORDO,0,0.4596865677912692,0,2,1.104316119541756,0.678286163687372
19035,IOWA,CHEROKEE,0,0.2970236268794108,0,2,0.8723592382923407,1.094550570516206
19037,IOWA,CHICKASAW,0,0.336751621173277,0,2,1.160059191349548,1.639281696334366
19039,IOWA,CLARKE,0,0.3139186295503212,0,2,0.092436221930067,1.6950740915220865
19041,IOWA,CLAY,0,0.2968000891961199,0,2,0.6068202822543504,1.0817227747538547
19043,IOWA,CLAYTON,0,0.3481342505732749,0,2,0.7063626657475404,1.44197005512749
19045,IOWA,CLINTON,0,0.4379633005225422,0,2,0.26031417525801076,0.7057185003069757
19047,IOWA,CRAWFORD,0,0.3103159071847917,0,2,-0.6045179297688823,0.3439152817121336
19049,IOWA,DALLAS,0,0.4797936524936632,1,0,3.815506727483032,-1.2712166992573752
19051,IOWA,DAVIS,0,0.2469527059970745,0,2,1.0202249478740346,1.4725125060838562
19053,IOWA,DECATUR,0,0.2944269190325972,0,2,0.10762371191134269,1.2325341490572492
19055,IOWA,DELAWARE,0,0.3156053184044786,0,2,1.2885277636350638,1.4524438132988973
19057,IOWA,DES MOINES,0,0.4456303868510723,0,2,0.06097255623894679,0.5020299113138516
19059,IOWA,DICKINSON,0,0.325595873354678,0,0,2.0316019977306525,0.9229727401034262
19061,IOWA,DUBUQUE,0,0.4757816266735897,0,0,1.571386774312292,-0.037845172753335495
19063,IOWA,EMMET,0,0.3132083247475788,0,2,0.7039647970458498,1.4332144354910703
19065,IOWA,FAYETTE,0,0.3764971529550363,0,2,0.49367227365863103,1.385586081625139
19067,IOWA,FLOYD,0,0.3949203187250996,0,2,0.5479375010317937,1.1321935399221674
19069,IOWA,FRANKLIN,0,0.3169590643274854,0,2,-0.019967728979054217,1.3137250988275626
19071,IOWA,FREMONT,0,0.2800103707544724,0,2,0.8260274937781529,1.5496441619522154
19073,IOWA,GREENE,0,0.3498121415859205,0,2,0.5003305036170036,1.4448222514690663
19075,IOWA,GRUNDY,0,0.3031885651456844,0,2,2.12377562430926,1.1837131245156303
19077,IOWA,GUTHRIE,0,0.3115680426934547,0,2,0.9642293304398428,1.3227423616600045
19079,IOWA,HAMILTON,0,0.357925217172353,0,2,1.4640692985563688,0.7502433904812176
19081,IOWA,HANCOCK,0,0.2726830848995463,0,2,1.1245348652859213,1.3483956947938016
19083,IOWA,HARDIN,0,0.3310713093781288,0,2,0.9453271112490985,1.2610708732322782
19085,IOWA,HARRISON,0,0.299202942979767,0,2,1.2453165955101093,1.4241715255102432
19087,IOWA,HENRY,0,0.3280905630134241,0,2,0.7101340901185279,0.4942312906189422
19089,IOWA,HOWARD,0,0.3574021782977007,0,2,0.9185425395290681,1.658442655415912
19091,IOWA,HUMBOLDT,0,0.2706964520367937,0,2,0.408092994941538,1.3087943583265877
19093,IOWA,IDA,0,0.2382436996622499,0,2,0.5017832328557718,1.7857086523298793
19095,IOWA,IOWA,0,0.364093615274071,0,2,1.2064002750600629,1.1779907785356531
19097,IOWA,JACKSON,0,0.3618320610687023,0,2,0.4658423396571039,0.9873228292013895
19099,IOWA,JASPER,0,0.3833234244946492,0,2,1.0279153163187196,0.9438495008088365
19101,IOWA,JEFFERSON,0,0.4820850541355062,1,0,1.1315183003059692,-1.659757249080661
19103,IOWA,JOHNSON,1,0.7057399434711572,1,0,1.8863398423950122,-1.9237832876671457
19105,IOWA,JONES,0,0.3833833833833834,0,2,0.7756156100781931,0.9420946617050729
19107,IOWA,KEOKUK,0,0.2666415236658495,0,2,0.2736915770984191,1.5369983632932915
19109,IOWA,KOSSUTH,0,0.2965896589658965,0,2,0.5593708234922877,1.2741213010037797
19111,IOWA,LEE,0,0.390880841400741,0,2,0.19337726877218556,0.7603681212470185
19113,IOWA,LINN,1,0.5560576817461438,1,0,1.910116218202714,-0.7634980807259785
19115,IOWA,LOUISA,0,0.3237059264816204,0,2,0.9141802021458235,0.5959680855676699
19117,IOWA,LUCAS,0,0.2773218142548596,0,2,0.157665346885326,1.6852090486522222
19119,IOWA,LYON,0,0.1554713682063237,0,2,1.5852987813773993,1.5383739341382394
19121,IOWA,MADISON,0,0.319014657980456,0,2,1.9583260306310237,0.9848831589851798
19123,IOWA,MAHASKA,0,0.2537706068046299,0,2,0.6891907874868523,0.9452999715217717
19125,IOWA,MARION,0,0.3212354409317803,0,2,1.9234284590755057,0.7075020186328123
19127,IOWA,MARSHALL,0,0.4508160564622849,0,2,0.6628480022716247,-0.09048435550535545
19129,IOWA,MILLS,0,0.3033381712626996,0,2,1.8180869944364688,0.8900881047838476
19131,IOWA,MITCHELL,0,0.3526279628993473,0,2,1.516297991409379,1.6165600487621024
19133,IOWA,MONONA,0,0.2975888324873096,0,2,0.31079917622491965,1.7690126298061617
19135,IOWA,MONROE,0,0.2636986301369863,0,2,0.32411748527472667,1.3101883903884533
19137,IOWA,MONTGOMERY,0,0.2971653838933734,0,2,0.4816442534656768,1.4767731734480103
19139,IOWA,MUSCATINE,0,0.453388805573025,0,2,1.00698848473267,0.5875825344924639
19141,IOWA,O'BRIEN,0,0.2077870480731029,0,2,0.9937400207488627,1.2803932678828354
19143,IOWA,OSCEOLA,0,0.1805889423076923,0,2,0.45030520939004076,1.5628526570884087
19145,IOWA,PAGE,0,0.2770988310308183,0,2,0.26003833613295707,0.9106124099324915
19147,IOWA,PALO ALTO,0,0.3063735377168213,0,2,1.423404046326416,1.5288945419128146
19149,IOWA,PLYMOUTH,0,0.2462644488299971,0,2,1.7834339641917887,0.9653431094159711
19151,IOWA,POCAHONTAS,0,0.2440491760397593,0,2,0.27940270390652855,1.5656968799527928
19153,IOWA,POLK,1,0.565206469440204,1,0,2.124917462236109,-1.7629124848454831
19155,IOWA,POTTAWATTAMIE,0,0.4060641832808674,0,0,0.9932334624070172,0.39721745257350205
19157,IOWA,POWESHIEK,0,0.42465483234714,0,2,0.843808793116468,0.5480055301383625
19159,IOWA,RINGGOLD,0,0.261238025055269,0,2,0.6906977324462773,1.667616825056013
19161,IOWA,SAC,0,0.2509485094850948,0,2,0.7541604705965399,1.5746574329873224
19163,IOWA,SCOTT,1,0.5067657318113586,1,0,1.4561495738542638,-0.8726689435544005
19165,IOWA,SHELBY,0,0.2883002207505519,0,2,1.002260589027972,1.3082813423429345
19167,IOWA,SIOUX,0,0.1584693716865256,0,2,2.1899300720561445,0.7660666004818527
19169,IOWA,STORY,1,0.5716329009757436,1,0,1.3400014139840104,-1.742754496530193
19171,IOWA,TAMA,0,0.3953359858532272,0,2,0.10409948102310966,1.0639796917343773
19173,IOWA,TAYLOR,0,0.2296091104955371,0,2,0.7785979644418661,1.8312265679908155
19175,IOWA,UNION,0,0.3332255456750202,0,2,0.41222775772230874,1.04221230356082
19177,IOWA,VAN BUREN,0,0.2308098127143234,0,2,-0.0793915701862789,1.5802730225128208
19179,IOWA,WAPELLO,0,0.3723533550821979,0,2,-0.36649096887542815,0.41380411568892517
19181,IOWA,WARREN,0,0.4051032571925642,1,0,2.432145277891069,0.3237239804549284
19183,IOWA,WASHINGTON,0,0.387675308117297,0,2,1.3152502938110502,1.0735280228023463
19185,IOWA,WAYNE,0,0.2338372467031199,0,2,-0.08446796085422045,2.0341580346561536
19187,IOWA,WEBSTER,0,0.3710582426214791,0,2,0.4135193640983048,0.614589048091999
19189,IOWA,WINNEBAGO,0,0.3576214405360134,0,2,1.024836929187085,1.3059329169246043
19191,IOWA,WINNESHIEK,0,0.4656001326259947,0,2,1.7716947621155694,0.9797754550763162
19193,IOWA,WOODBURY,0,0.4123274987875314,0,2,0.7792432655728252,-0.3535070422951708
19195,IOWA,WORTH,0,0.3612494341330919,0,2,1.1361678563241364,1.5469088033491243
19197,IOWA,WRIGHT,0,0.3191557403261912,0,2,0.19780555763586394,1.5344431909590857
20001,KANSAS,ALLEN,0,0.2664630006788866,0,2,-0.1451790608037319,1.1982894871613494
20003,KANSAS,ANDERSON,0,0.2062236286919831,0,2,-0.07215223794646193,1.471351106167358
20005,KANSAS,ATCHISON,0,0.3170698924731183,0,2,0.09504790063353377,1.0282543119414047
20007,KANSAS,BARBER,0,0.1242527754056362,0,2,-0.2975022534591066,1.6226379142948926
20009,KANSAS,BARTON,0,0.2102425876010781,0,2,0.22999781092632782,1.0025200137296737
20011,KANSAS,BOURBON,0,0.2308268424206111,0,2,-0.020873747848811658,1.1927132541827827
20013,KANSAS,BROWN,0,0.2469246253634533,0,2,-0.28488827937718053,1.0550384293730513
20015,KANSAS,BUTLER,0,0.2823185731857318,0,0,1.577784884870396,0.0968869293590076
20017,KANSAS,CHASE,0,0.2313883299798792,0,2,0.8419644465841516,1.7625899494982704
20019,KANSAS,CHAUTAUQUA,0,0.1293471629042099,0,2,-1.5240451519285518,1.4063529596217161
20021,KANSAS,CHEROKEE,0,0.2403593339176161,0,2,0.10744762596123072,1.3481067253261185
20023,KANSAS,CHEYENNE,0,0.1567529741077676,0,2,0.33356885937245234,1.9686781569148002
20025,KANSAS,CLARK,0,0.134020618556701,0,2,1.189703994313195,1.4924764819838023
20027,KANSAS,CLAY,0,0.2137733142037302,0,2,1.1115283017142392,1.4837948199868884
20029,KANSAS,CLOUD,0,0.2158104621158808,0,2,0.4891848575054536,1.5014130991186563
20031,KANSAS,COFFEY,0,0.2111719605695509,0,2,0.6210502637979929,1.112185387599405
20033,KANSAS,COMANCHE,0,0.1375545851528384,0,2,0.32945019446882035,2.269574764306636
20035,KANSAS,COWLEY,0,0.3002599957838521,0,2,0.19535436478874285,0.29820558897296556
20037,KANSAS,CRAWFORD,0,0.371222589366176,0,2,-0.3074082678264079,0.3101386419530426
20039,KANSAS,DECATUR,0,0.1455273698264352,0,2,-0.24014249216960687,1.8619125175406044
20041,KANSAS,DICKINSON,0,0.2203444218633009,0,2,0.9828996173662917,1.0855109137607557
20043,KANSAS,DONIPHAN,0,0.1849555136155297,0,2,0.28535975657856116,1.5296575352686868
20045,KANSAS,DOUGLAS,1,0.6855197915791243,1,0,1.647306219427056,-1.5402759300406859
20047,KANSAS,EDWARDS,0,0.1893780573025856,0,2,0.6886488259977286,1.8565997286170328
20049,KANSAS,ELK,0,0.1432770022042615,0,2,-0.8624569383393826,1.6232993059056657
20051,KANSAS,ELLIS,0,0.2707971014492754,0,0,1.186808654153667,0.3389792349612278
20053,KANSAS,ELLSWORTH,0,0.2271293375394321,0,2,1.236350869127518,1.3190411751849487
20055,KANSAS,FINNEY,0,0.3665254237288136,0,2,0.4391837361819411,-0.1688274316682212
20057,KANSAS,FORD,0,0.3305664610207515,0,2,0.06859281794551476,0.5145471152658352
20059,KANSAS,FRANKLIN,0,0.2957441692714594,0,2,0.7280842540679627,1.0976044265917626
20061,KANSAS,GEARY,0,0.4147662188899302,0,2,-0.40009807104487005,-0.6533066589424444
20063,KANSAS,GOVE,0,0.1128484024473147,0,2,0.6702919237012439,1.9145187845884488
20065,KANSAS,GRAHAM,0,0.1705310396409873,0,2,-0.2004276855248655,1.4569883829406958
20067,KANSAS,GRANT,0,0.2071171531387445,0,2,0.18740577028878727,1.1159653554126991
20069,KANSAS,GRAY,0,0.1490384615384615,0,2,1.7377544662145257,1.525942350513023
20071,KANSAS,GREELEY,0,0.1216848673946957,0,2,0.7577277448261197,1.9844809025564243
20073,KANSAS,GREENWOOD,0,0.1849203769905752,0,2,0.24155355017332267,1.7931191255462255
20075,KANSAS,HAMILTON,0,0.1641443538998835,0,2,0.48463875945168877,2.2346008568945424
20077,KANSAS,HARPER,0,0.1721433905899925,0,2,-0.37242300216366536,1.5445098053095576
20079,KANSAS,HARVEY,0,0.389797215321509,0,0,1.3188542147543736,0.480089982016975
20081,KANSAS,HASKELL,0,0.1900709219858156,0,2,0.18582163006588676,1.5705894190108631
20083,KANSAS,HODGEMAN,0,0.1473684210526315,0,0,1.1095190439595917,1.5867410305410379
20085,KANSAS,JACKSON,0,0.2856925880923451,0,2,0.5373499734167019,0.960530565238543
20087,KANSAS,JEFFERSON,0,0.3265180944592108,0,2,1.5830155297644748,1.039024210533641
20089,KANSAS,JEWELL,0,0.1302211302211302,0,2,-0.19491042611481565,2.1275926193080394
20091,KANSAS,JOHNSON,1,0.5306784864665596,1,0,4.415121466825445,-2.387150274051093
20093,KANSAS,KEARNY,0,0.1835051546391752,0,2,-0.47840028379675636,1.888320436792397
20095,KANSAS,KINGMAN,0,0.1904279564446695,0,2,1.0928779334676313,1.4575170259614987
20097,KANSAS,KIOWA,0,0.1339055793991416,0,2,0.9476074838881235,1.7550799791374014
20099,KANSAS,LABETTE,0,0.3100548873058507,0,2,-0.0696751471842837,0.9526000082850512
20101,KANSAS,LANE,0,0.1284916201117318,0,2,0.13605160963248358,1.9567737833248744
20103,KANSAS,LEAVENWORTH,0,0.3805426144149082,1,0,1.797178785333957,-0.8254053877338372
20105,KANSAS,LINCOLN,0,0.16846105129829,0,2,0.5768514736364787,1.9599110814840501
20107,KANSAS,LINN,0,0.1775663892191835,0,2,-0.17711359502200705,1.1668738555973903
20109,KANSAS,LOGAN,0,0.1275720164609053,0,2,0.5514421786445406,2.2386625538532967
20111,KANSAS,LYON,0,0.4328710323134115,0,2,0.2295755178246943,0.2994156954392882
20113,KANSAS,MCPHERSON,0,0.2863277462252389,0,2,1.7355904552327974,0.9475818801297436
20115,KANSAS,MARION,0,0.2480772377679594,0,2,0.9198152322400232,1.115161111328423
20117,KANSAS,MARSHALL,0,0.2461869378177552,0,2,0.8121473104847963,1.620790403248635
20119,KANSAS,MEADE,0,0.1441095890410959,0,2,0.6994011968794974,1.3397961839747936
20121,KANSAS,MIAMI,0,0.2925238334169593,0,2,2.3965356746234785,0.608515748854859
20123,KANSAS,MITCHELL,0,0.1799419542083199,0,2,0.4057402481388807,1.6022262759668482
20125,KANSAS,MONTGOMERY,0,0.2404290183226575,0,2,-0.6918126383126201,0.3862871002739358
20127,KANSAS,MORRIS,0,0.2514660227664712,0,2,1.0938675456140323,1.477494616475969
20129,KANSAS,MORTON,0,0.1252086811352253,0,2,-0.18213663647760825,1.7663714699454909
20131,KANSAS,NEMAHA,0,0.1630893736805067,0,2,1.46578843158277,1.4291827622445714
20133,KANSAS,NEOSHO,0,0.2611603897048131,0,2,0.034303564838161306,1.2945145215835674
20135,KANSAS,NESS,0,0.0984798413747521,0,2,0.8168094564959725,1.8409617998522139
20137,KANSAS,NORTON,0,0.1507246376811594,0,2,0.5599725499469136,1.5370095985887566
20139,KANSAS,OSAGE,0,0.2658369632856254,0,2,0.48917202905288704,1.1667413096348154
20141,KANSAS,OSBORNE,0,0.1444730077120822,0,2,0.2973256795411176,1.8600635690361091
20143,KANSAS,OTTAWA,0,0.1585709808837355,0,2,1.098131735920801,1.4659399224087133
20145,KANSAS,PAWNEE,0,0.2347572106608251,0,2,0.5666382494571538,1.5531145633766616
20147,KANSAS,PHILLIPS,0,0.1143473570658036,0,2,0.5634575496299986,1.5341571523741593
20149,KANSAS,POTTAWATOMIE,0,0.2532293816402965,0,2,2.063556008217194,0.6605075111950353
20151,KANSAS,PRATT,0,0.2255257432922407,0,2,0.8854469536924362,1.1840773695548308
20153,KANSAS,RAWLINS,0,0.1422872340425532,0,2,1.0041322362839284,1.9522093433281398
20155,KANSAS,RENO,0,0.31802727175119,0,2,0.3565600911027507,0.5714017031995902
20157,KANSAS,REPUBLIC,0,0.1595784719608581,0,2,1.2949512145734978,1.7704011967576214
20159,KANSAS,RICE,0,0.2234313498495022,0,2,0.07108569810852958,1.1152151387040588
20161,KANSAS,RILEY,1,0.5071312224385205,1,0,0.49437580474070003,-1.0830580088633985
20163,KANSAS,ROOKS,0,0.1256020748425342,0,2,1.1515565617511676,1.7441347483867127
20165,KANSAS,RUSH,0,0.1759093619558736,0,2,0.4357468065437269,1.7333942890325529
20167,KANSAS,RUSSELL,0,0.1730602826651283,0,2,0.14987221036570833,1.2722571826547202
20169,KANSAS,SALINE,0,0.334841628959276,0,2,0.8532341890653308,0.14927606734621482
20171,KANSAS,SCOTT,0,0.127017841971113,0,2,1.3416329529935158,1.5515203126864803
20173,KANSAS,SEDGWICK,0,0.4285880333321412,1,0,0.956723644791752,-1.6907514636405938
20175,KANSAS,SEWARD,0,0.3462410275783906,0,2,-0.7062194793275315,-0.10212319328808525
20177,KANSAS,SHAWNEE,1,0.502177288487806,1,0,1.0935699593622195,-0.6818182067812656
20179,KANSAS,SHERIDAN,0,0.1017301038062283,0,2,1.4336004981530392,1.870556413370706
20181,KANSAS,SHERMAN,0,0.1452145214521452,0,2,0.6595455671965922,1.03946517164163
20183,KANSAS,SMITH,0,0.1578205730389854,0,2,0.396330730398304,1.8935280915791621
20185,KANSAS,STAFFORD,0,0.1755162241887905,0,2,0.5043689888384594,1.4433397728059045
20187,KANSAS,STANTON,0,0.190721649484536,0,2,-0.2691691706202879,1.8993827518334594
20189,KANSAS,STEVENS,0,0.1166912850812407,0,2,-0.9384405851571008,1.0033231376477074
20191,KANSAS,SUMNER,0,0.237097364568082,0,2,0.4101215754652502,0.8281357974210906
20193,KANSAS,THOMAS,0,0.1640419947506561,0,2,1.6870242984815615,1.3738280449350408
20195,KANSAS,TREGO,0,0.1484662576687116,0,2,1.3350358437026455,2.000487961530949
20197,KANSAS,WABAUNSEE,0,0.2470527934392619,0,2,1.6897102397165724,1.4268805337695292
20199,KANSAS,WALLACE,0,0.0533333333333333,0,2,0.8627847977681703,1.9596310923019864
20201,KANSAS,WASHINGTON,0,0.1647589316684009,0,2,0.8723405433438178,1.8784847731569436
20203,KANSAS,WICHITA,0,0.1539256198347107,0,2,0.7756371977374948,1.4464825714262757
20205,KANSAS,WILSON,0,0.1828528072837632,0,2,-0.058566071574474424,1.4344490709094007
20207,KANSAS,WOODSON,0,0.1901681759379042,0,2,-0.850485550835785,1.3536446780631681
20209,KANSAS,WYANDOTTE,1,0.6478471427313551,2,1,-1.1583014809701317,-2.1324889212572242
21001,KENTUCKY,ADAIR,0,0.1588497090037658,0,2,-0.9537972463979437,0.8430200328013501
21003,KENTUCKY,ALLEN,0,0.1753711417280786,0,2,-0.6933845217851026,1.1697234431690025
21005,KENTUCKY,ANDERSON,0,0.2527945619335347,0,2,-0.02300974815770885,0.7009231512809208
21007,KENTUCKY,BALLARD,0,0.1952662721893491,0,2,-0.7688592926318155,1.269416144986977
21009,KENTUCKY,BARREN,0,0.2556469708302169,0,2,-1.546225352192827,0.5472079039082233
21011,KENTUCKY,BATH,0,0.2795450506486582,0,2,-0.9962813802977017,1.4213891510390928
21013,KENTUCKY,BELL,0,0.1781162883313421,2,2,-3.1507861089250437,0.8583326968788049
21015,KENTUCKY,BOONE,0,0.3121144683584007,1,0,2.610514289713687,-0.540341200420367
